,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
1434,🇨🇦🥓Ryan🇨🇦🥓,en,Canadia ,"go by Canadian Bacon. I'm a bad mannered Canadian. 
Candidate for Prime Minister of Canada

Living for my amazing wife whom is fighting stage 3 brain cancer.",False,2022-04-23 23:59:56,"@THE_shitface Crazy. And to think he was sick when he set the record. 

I mean I dunno if he was, but I like to think that.",,Twitter for Android
1435,Sac Inter,en,Call Center Beira-Rio ,"SAC - SERVIÇO DE ATENDIMENTO AO COLORADO

Perfil não oficial do clube

Instagram: sac_inter

Facebook: Sac inter",False,2022-04-23 23:59:56,@SCInternacional INTER,,Twitter for Android
1436,🏃🏽‍♂️,en,,@m1lly.1k,False,2022-04-23 23:59:56,Cool on anybody,,Twitter for iPhone
1437,nana ✨. let’s get high 🍃,en,bay area . 🌁,"#AyCem ♡ . 
Ig:cemreswh0re ,nancyyyg._  
i love books 🤗.
your favorite border hopper 😘.",False,2022-04-23 23:59:56,@umbrielmyy ehh well im from guatemala but i was born in 🇺🇲,,Twitter for Android
1438,Dragon'smom⁷🐺,en,USA,"OT7 BTS, Jinkook Enthusiast and World of Warcraft ~Enjoys Jinkook fics or other ships fics with a Jinkook sideship ~recs welcome~🔞no minors🔞she/her",False,2022-04-23 23:59:56,He is so gorgeous awww https://t.co/9ZQdbSJiYy,,Twitter for iPhone
1439,CYBER_DRAG0N 🏳️‍⚧️,en,,Lvl 22 | pronouns She/Her 🏳️‍⚧️ | Banner by ExBesh on FA | PFP by @horribull_ |,False,2022-04-23 23:59:56,@TailTrance yiiis do it !,,Twitter Web App
1440,Mary,en,"Chicago, IL",Follow me @sabrosurablog ❤️,False,2022-04-23 23:59:56,"Just posted a photo @ Emporium Arcade Bar, Logan Square https://t.co/D4IH9MySDw",,Instagram
1441,Sterling Orr,en,"North Carolina, USA","Conservative,retired, medical field for 40 years Navy vet. Infectious disease specialist",False,2022-04-23 23:59:56,@DreaCupcake_ U are the most amazing woman alive 💖 ❤ 💛,,Twitter for Android
1442,Kalim Khan,en,Palandri Azad Kashmir,"I'm a Civil Design Consultant👷 provide infrastructure design services: Architectural Design🏬🏠🏰
Structural Design💒🏨
Property Landscape Survey Design🏞️🏜",False,2022-04-23 23:59:56,"#MarchAgainstImportedGovt
#امپورٹڈ_حکومت_نامنظور
Geo Mafia sponsored media sleeper cell and its journalists are paid stooges https://t.co/SJjSjvKTi0","['MarchAgainstImportedGovt', 'امپورٹڈ_حکومت_نامنظور']",Twitter for Android
1443,Galileo B. Luzano,en,,I'm just an ordinary guy but have a personal knowledge of phenomena that science can never explain.,False,2022-04-23 23:59:56,"Analysis | Marjorie Taylor Greene’s four answers, under oath, that invite scrutiny https://t.co/t9dRyj4biv",,Twitter Web App
1444,YvonneVidal,en,London UK,#BuenaVibra #GoodVibes #Photos #Flowers #Animals #Love&Peace #Music #Playas #Pinturas #MarceTeAyuda🔮 #JuntosConMagda Cuenta Alterna @yvidalaqui 🇻🇪🇬🇧🚫DM,False,2022-04-23 23:59:56,@sami86pilang @Magdale_Aguilar @Eles26 @SabyMis @aro_rojas @glen241281 @lunayessih @MarkSanz12 @LaChoca10 @Ruth__11 @NayanikaPutra @ArdiPegasis @MamurMohammad @Chaa_chabiL @Aqi_Legeg @samipilang86 Thank You @sami86pilang Good Night 🍃 https://t.co/S0mX4KEI5a,,Twitter for iPad
1445,airmaanz.sol 🛫,en,Creating 🌊,Not a 🐐 yet but I fit the description | Divine Council @DeGodsNFT | NFT Community Advisor | .ust/.NEAR | Making Travel Accessible @jetgetterclub,False,2022-04-23 23:59:56,The north got some valid Indian food,,Twitter for iPhone
1446,Walter Sobchak,en,,,False,2022-04-23 23:59:56,"@RyanZinke Take your dirty finger off the  display and use it too but something more economical on Carvana. Seriously, why do you need a truck? You’re a professional complainer",,Twitter for iPhone
1447,Graham Brookland,en,"Aldershot, England",Co Founder and supporter of Aldershot Town FC. Author of To Make A Dream Survive. Army FA Assistant Secretary. Vice Chair of Aldershot DFA,False,2022-04-23 23:59:56,"Wordle 309 4/6

⬜🟨🟩⬜🟩
⬜⬜🟩🟩🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone
1448,wvuinporto,en,,,False,2022-04-23 23:59:56,Anna went to the Torre de Belem and ate sardines and drank vinho do porto.,,"Cheap Bots, Done Quick!"
1449,TheBelleDame | FK Marlowe,en,Vancouver,"Ex-interesting person. Unapologetic writer. Puppy convert. Sarcasm, you say? Sounds exhausting. Withering disdain only until first cuppa drunk. No DMs!",False,2022-04-23 23:59:56,"@DGBarnes3 I dunno what a tea biscuit is. They're a bit like plain cake or sweet fluffy white bread? Only denser than the latter.

Recipe should be easy, even I don't screw scones up.",,Twitter Web App
1450,✿ tobi | 9 DAYS,en,💤 ae/lu/xe,🏳️‍🌈 #2 boober (real) | admin for @cavetrioups and @beeduoapiary (minor!!),False,2022-04-23 23:59:56,i did not want this to happen how do i preform an abortion /hj,,Twitter Web App
1451,Crypto Rover,en,Bitcoin ,🎥YouTube (79k): Crypto Rover with daily technical analysis uploads | #Bitcoin & and #cryptocurrency enthusiast 🚀,False,2022-04-23 23:59:56,@kunvarS70463791 Send me a Dm,,Twitter for iPhone
1452,Ja'Quawn Turner,en,,R.I.P to my big brother Travis may ur soul always rest in peace,False,2022-04-23 23:59:56,@Connor35320410 @NewEraNYJets What?,,Twitter for iPhone
1453,STOP dickeating kanye u niggas are wierd,en,,,False,2022-04-23 23:59:56,dem niggas some ***s for doin allat https://t.co/i4JqgyfYcU,,Twitter for Android
1454,NoScienceDenial,en,"San Francisco, CA","I resist #ScienceDenial, #pseudoscience, and other nonsense. Data programmer in science research. I start science threads. See my Tweets & Replies and jump in!",False,2022-04-23 23:59:56,@BrianNazarenus @annaspeaksout @MurphyYuiko @Wraithly @OzzieMalone1 @rkdoctr @Charlesthornt @shock_hazard @JHerbatov @TJMair @maqart55 @Kuntrella @wpcguy @SLordDampnut @IMudlet @VinceGottalotta @th1rt3en_TM @DrSteveJacobs @flightmedicems @MucusMucous @shrekthepunk @Conserberal @DeanoMartino1 @Catheri77148739 @DoubleDoubleJon @HeathenWombat @mirandaisrisen @arcanegoat @AprilLigeia @TheGod_Particle @ClaireCaliente @wisemanryder @mustafa_naeem_7 @bumpus_lumpus @Investigatethe2 @Sicut_Lupus @dirk_fasshauer @PriceRip @dhilotweets @FEARGODBRO @IanB_67 @NuckChorris16 @craigo001 @valentinawrld @SkepticSplinter @hesanaughtyboy @Stephanielevay1 @UncleNospik @IncredulousMark @RealRaviolius I had no idea. It is somewhat common for scientific discoveries to happen by accident.,,Twitter for iPhone
1455,jonnycuba,en,,Music producer,False,2022-04-23 23:59:56,@ntlflknr It’s totally degrading. :(,,Twitter Web App
1456,jia♡,en,rowan lover,@jiajw123 I don’t get notifs when people follow me sometimes so dm me for mutuals!! sorrysorry,False,2022-04-23 23:59:56,@jonfarriss @ZCZCZCZC16 Pls don’t tag randoms under my post lmao,,Twitter for iPhone
1457,Scott Mokma,en,,,False,2022-04-23 23:59:56,@umichbaseball @joestew5 Way to go Joe!,,Twitter for iPhone
1458,bell,en,venus,˗ˏˋ #런쥔 💌🖇◞♡ “ᴛʜᴇ ᴍᴏᴏɴʟɪɢʜᴛ ᴀʟᴡᴀʏs sᴇᴇᴍs ʙʀɪɢʜᴛᴇʀ ᴡʜᴇɴ ɪ'ᴍ ᴡɪᴛʜ ʏᴏᴜ”  ˎˊ˗🥛→˚₊·🍰੭*࿐°,False,2022-04-23 23:59:56,@MKLEEO2 morning,,Twitter for Android
1459,marcos camargo,en,Brasil,"Forex, Vix, Crypto, NFT",False,2022-04-23 23:59:56,"Best paying site!🤑🤑🤑
Watch youtube videos 3 minutes a day
Get $80 monthly!
https://t.co/hy9zwZRJ6z",,Twitter Web App
1460,ZAR,en,"New York, USA","Artist / Degen I The ""Classicality"" NFT Collection - DROP date May 2022. | @proof_xyz | @quantumNFT | @brtmoments | @moonbirds_xyz",False,2022-04-23 23:59:56,@TheHootList great 💡,,Twitter for iPhone
1461,Mish 🥹 I Stan IMRAN KHAN 🫶🏻,en,,"And if love be madness, May I never find Sanity again.🖤
.
I stan @ImranKhanPTI 🫶🏻",False,2022-04-23 23:59:56,@dr_mohsin01 I'm cutest,,Twitter for Android
1462,Merlin,en,,"Mom, Wife, Teacher, School Safety Activist, Outspoken, my views are my own",False,2022-04-23 23:59:56,@TheWildCottons @georgehahn Thanks Dana! Welcome back!,,Twitter for iPhone
1463,Ablazeolive,en,"Toronto, Ontario","Mid Lane for Golden Guardians
Stream Link https://t.co/lPfsfztDnU
https://t.co/GQGjjfKO5R
he/him",True,2022-04-23 23:59:56,@DannnyIoI DannyChad https://t.co/iZZvWWyXBB,,Twitter Web App
1464,.,en,"Baltimore, MD",🇸🇻 #RavensFlock #HEATTwitter #BlackLivesMatter,False,2022-04-23 23:59:56,@thedevintee @omartalksrap Wasn’t MDBTF a big Fuck You album? lol,,Twitter for iPhone
1465,Pssst🦎,en,"London, UK/ Florida, US",,False,2022-04-23 23:59:56,"i’m sorry but ketchup is actually so eh lol, Mayo all the way",,Twitter for iPhone
1466,elodie/venus ⚢ in my spinel era,en,they/he/xe white + lesbian,"#SPINEL: today, right here, right now, i already feel found! | autistic + perisex tme | mostly su, mlp, and genshin | PROSHITTERS DNI",False,2022-04-23 23:59:56,@chiIdescara these are all so bland im gonna cry,,Twitter Web App
1467,Any Character I Damn Well Please,en,wherever I want,"I have no set character,can do pretty much any rp.... I'm still collecting characters...you can use any of the bace ideas of any of my characters for ideas.",False,2022-04-23 23:59:56,"@drcool2009 *looks around and gathers plants, fruits and makes a rod from the string and a short stick, along with a sharp bit of metal. She ties it all together and goes to the edge of the island*",,Twitter for Android
1468,Coleman King,en,"Dublin City, Ireland",This protocol just isn't iniquitous enough,False,2022-04-23 23:59:56,@StillShielding I'd close the door before I was sent to Rwanda,,Twitter for Android
1469,The Center is an island full of shipwrecks,en,The NYC,Genius level idiot. Gifted child. Ungifted adult. Only way is The WAY. Yes that’s an iPhone 5SE! ✨🌎☘️🇮🇹🇺🇸🗽,False,2022-04-23 23:59:56,@ThomOhHawk That doesn’t sound like an authoritarian state at all.,,Twitter for iPhone
1470,aleyaley,en,"Paris, France",yes i have a EMO personality= Emotional Moments for Jeno.,False,2022-04-23 23:59:56,@keystarlc morning,,Twitter for Android
1471,Don 'DT',en,The Alpha Quadrant ,"Ant Aficionado, Backyard Birder, Gardening Genius, Golfing Guru.",False,2022-04-23 23:59:56,@Duggi_NFT Keep loading the @SpaceRiders_NFT boat! Need those low riders in safe hands!,,Twitter for Android
1472,MMCrypto,en,United Arab Emirates,"Follow for #Bitcoin B, #BTCB, $BTC & #DeFi🤩",False,2022-04-23 23:59:56,@sara02124981 Send me a Dm,,Twitter for iPhone
1473,𝑫. | 𝘘𝘶𝘪𝘦𝘵 🤫,en,,In love with faves' lyricism. Voting account. @_decxdence,False,2022-04-23 23:59:56,"Hi, @OnAirRomeo &amp; @JayMacRadio @MostRequestLive! We would really love it if you could please play Bam Bam by Camila Cabello ft. Ed Sheeran on #MostRequestedLive. Thank you so much! 💗 
#BamBamOnMRL https://t.co/qvJX8GrRHa https://t.co/J2wuHEQeTi",,Twitter for Android
1474,carbon paper forever,en,,I'll grok my grok and you grok your grok and we will see whose grok groks.,False,2022-04-23 23:59:56,I want to homeschool without me having to do any of the teaching.  So the state should provide for a teacher to teach what I would teach if I taught just the way I would teach it.  And preferably not in my house. Taxpayers should pay for it. https://t.co/7Zs8btD3ng,,Twitter Web App
1475,Will is meh.,en,"Savannah, GA","You can’t heat me more than I heat my self, WATCH ME!",False,2022-04-23 23:59:56,@TheNCSmaster Only 10th?,,Twitter for Android
1476,Dennis G Jones,en,"Kingston, Jamaica","THINKER; ex-IMF ECONOMIST, ex-FOREX trader; blogger, columnist; golfer; stay-home parent; urban gardener; licensed football coach/referee, QPR & Liverpool fan",False,2022-04-23 23:59:56,@Petchary Notre Dame is smaller than Westminster Abbey…,,Twitter for iPad
1477,FaRA babe 💃,en,,"ever never happen that exactly what I feal 🎞️📒📝
 dashing cele @livlaughlovee1 🥵",False,2022-04-23 23:59:56,@Sagitrius_Londa Interested nahi thi mein 🥴,,Twitter for Android
1478,SoyLaTrujis💚💜,en,,Del equipo de @laCuerda2. Feminista. Docente. Soy un poco de aquí y otro poco de allá. Catlover y dogfriendly.,False,2022-04-23 23:59:56,#teamsubrayalibros. For ever. https://t.co/JpKipaQkc7,['teamsubrayalibros'],Twitter for Android
1479,Andrejs,en,Latvija,A guy whit a guys life,False,2022-04-23 23:59:56,"Fuck this, im going to sleep",,Twitter for Android
1480,Cricky,en,Belfast ,Bookies best mate. Liverpool Cliftonville wife an kids. Fly with the crows your liable to be shot.#stjames #westbelfast #livingdonor #idonate,False,2022-04-23 23:59:56,@PaulHam14383485 @YouTube We owe them it m8,,Twitter for iPhone
1481,Isabel Lvs Emivan & Luke ♡,en,Lxs Pelonxs ,"Martinator~TeamKen~5 Seconds of Summer~


•Cuenta secundaria: @isajp_",False,2022-04-23 23:59:56,@ccmartinators Frio,,Twitter for Android
1482,ღMatriarch Moistened Tart🌹,en,Yugambeh/Kombumerri land,Cis; Chaotic Good; Fuzzy Logic Enthusiast; Glib; Psychgrad; Published Novelist; #ADHD; Progressive; Axiomatic; backup account @moistened_tart,False,2022-04-23 23:59:56,@m1dsummern1ghts Happy birthday to you for 3 days time! 😊,,Twitter for iPhone
1483,tae's wife⁷ | “with you” coming soon!!,en,black • 17,"she/her | where there is hope, there is always hardships",False,2022-04-23 23:59:56,i love armys so much 😭😭😭 https://t.co/5gjNhjypqN,,Twitter for iPhone
1484,As Told by Jennger,en,Not in courtroom 502,People ask me things. #AskJenn,False,2022-04-23 23:59:56,Wrong https://t.co/CRFdG4ew0H,,Twitter for iPhone
1485,Archer Nick,en,"Here, There, Everywhere","Something interesting will appear here soon

They didn't just start lying to us

Anti Globalism Pro Localism",False,2022-04-23 23:59:56,"@nottmsteve @Ricky_K67 It goes back much more than that sadly

Winston Churchill himself won the Kalergi Prize in 1956",,Twitter Web App
1486,didi 🪨 taes hand holder,en,they/she,property of min yoongi.,False,2022-04-23 23:59:56,@povjkks ur always in my heart,,Twitter for iPhone
1487,TheWestLinnEagle,en,The West Linn ,"#TeamDarkside #TeamSonnen #TimeSonnen I go to MMA,wrestling, & sporting events. I love movies and culture.Once Upon a time MMA fighter now fat and married.",False,2022-04-23 23:59:56,@coachjamiehuey I'm freaking DEAD !,,Twitter Web App
1488,GarlicNose,en,,NFT Collector,False,2022-04-23 23:59:56,"@SkiddilyNFT @IsekaiMeta Thank you for the opportunity.
@ispark7777 
@GarlicparkM 
@SHLIM382438",,Twitter for Android
1489,EMPEROR_ABBEYLINCX🌍🦅,en,"Lagos, Nigeria",|An Agronomist💧Animal Scientist 💧International & Local diplomacy💧Forbes Aspirant💧Billionaire ambition💧Political Analyst💧 abbeylincx@yahoo.com🌍🌍🌍,False,2022-04-23 23:59:56,@BounceNewsNg I’m awake,,Twitter for iPhone
1490,🌻Marianne Halbert 😱🌾😳,en,"Carmel Indiana, USA","Horror writer (quiet, folk, gothic, noir); Member HWA & SinC. PseudoPod Ep. 776 (day job: JD/mental health crisis intervention)",False,2022-04-23 23:59:56,"@MaryEHHart Thank you, Mary!",,Twitter for iPhone
1491,Easy Calderon,en,"ASTORIA, NY",,False,2022-04-23 23:59:56,Just posted a photo https://t.co/X815vtNUXt,,Instagram
1492,Thirsty Patrick,en,,read these tweets in the velvety-smooth voice of @SirPatStew,False,2022-04-23 23:59:56,Retweet if you think glasses are sexy,,"Cheap Bots, Done Quick!"
1493,Scott-Rod,en,Follow the music baby!,"John 8:36 So if the Son sets you free, you will be free indeed.",False,2022-04-23 23:59:56,Even most country music is disgusting now too.  Can't we go back to dogs and pickups and wanting to dance with pretty girls.  Maybe fast cars and burnouts and surfing.  Cool stuff like that. https://t.co/UJX2gVvh1N,,Twitter Web App
1494,Heedeungie,en,,"🔞

Reading / Main Acc / He-Him 19",False,2022-04-23 23:59:56,Saving this for later.. trip ko masaktan♥️♥️ https://t.co/R8ZDey05VA,,Twitter for Android
1495,Lily Turner,en,United Kingdom ,"A senior student writer at the @OpenUniversity aged 33. In the 6th Semester, studying A363 Advanced Creative Writing. I am a NERD PEOPLE LIKE IT OR NOT!",False,2022-04-23 23:59:56,Dan Vs High School Reunion Picture. https://t.co/5ebBzYHGuZ,,Twitter Web App
1496,ΞMM△NUΞL 👁 9030,en,,"#BAYC9030
#BrokenCrayon000
#Visitor2333

It's just @Twitter... Relax
🦍❤",False,2022-04-23 23:59:56,@ElectionDayMad1 you are straight up something else..... one of the most intriguing individuals in the game,,Twitter Web App
1497,Hot Cocoa 🔎🪶,en,"Ishgard, Coerthas","Tepid Cocoa#8882 | Husband of Ruri Gokou.
priv: @ExtraColdKakao
stuff: @KindaTepidKakao
maps and minors dni | ame believer | play Salt & Sanctuary",False,2022-04-23 23:59:56,@lofi_lolichan sounds like a lot of work that i have no idea how to even start with tbh,,Twitter Web App
1498,Matthew 🦧,en,"Dunfermline, Scotland",21 // 🏴󠁧󠁢󠁳󠁣󠁴󠁿 @aberdeenuni // @johnryanharper fanboy,False,2022-04-23 23:59:56,"it's 1am and this thing starts chasing you, wyd? https://t.co/indmv8wAXY",,Twitter Web App
1499,T2G x MMA🥷🏻,en,,Investor | Options Trader - Not a Financial Advisor,False,2022-04-23 23:59:56,@Jonathan032820 SEC isn’t after me lol,,Twitter for iPhone
1500,mil ッ🥊 WILL SEE ATEEZ,en,she/her • 20,mostly for @ATEEZofficial 𝄞 actually listening to answer (ode to joy) — ෆ #홍중’s gf ••• multi ༄ en/fr,False,2022-04-23 23:59:56,these pics &gt;&gt;&gt;&gt; https://t.co/6ABB6NbEjs,,Twitter for iPhone
